,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
256,2013,18157040.0,AG.PRD.CREL.MT,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
257,2014,17110959.0,AG.PRD.CREL.MT,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
258,2015,18585932.0,AG.PRD.CREL.MT,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
259,2016,20410625.0,AG.PRD.CREL.MT,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
260,2017,20129018.0,AG.PRD.CREL.MT,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
261,2018,20196034.0,AG.PRD.CREL.MT,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
262,2010,59619074.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
263,2011,91780915.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
264,2012,68753479.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
265,2013,90364971.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
266,2014,103138503.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
267,2015,102447609.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
268,2016,117755457.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
269,2017,131295318.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
270,2018,109837875.0,AG.PRD.CREL.MT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
271,2010,401126330.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
272,2011,385545256.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
273,2012,356210124.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
274,2013,434308450.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
275,2014,442849090.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
276,2015,431870788.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
277,2016,503465267.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
278,2017,466847085.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
279,2018,467951140.0,AG.PRD.CREL.MT,USA,United States,North America,High income,Not classified
280,2010,2856583.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
281,2011,2584749.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
282,2012,3062463.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
283,2013,2709432.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
284,2014,2509193.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
285,2015,2686254.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
286,2016,3376433.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
287,2017,3512136.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
288,2018,3448395.0,AG.LND.CREL.HA,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
289,2010,8304862.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
290,2011,10986263.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
291,2012,11444040.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
292,2013,10570463.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
293,2014,10518090.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
294,2015,11712970.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
295,2016,11750567.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
296,2017,14134792.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
297,2018,15111246.0,AG.LND.CREL.HA,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
298,2010,20141256.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
299,2011,19057341.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
300,2012,19431383.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
301,2013,18381762.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
302,2014,17970210.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
303,2015,18346326.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
304,2016,16976392.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
305,2017,18714853.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
306,2018,16635179.0,AG.LND.CREL.HA,AUS,Australia,East Asia & Pacific,High income,Not classified
307,2010,18601205.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
308,2011,19216441.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
309,2012,19611226.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
310,2013,20906133.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
311,2014,21851934.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
312,2015,21203747.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
313,2016,20128517.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
314,2017,22646962.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
315,2018,21445930.0,AG.LND.CREL.HA,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
316,2010,13141600.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
317,2011,13536700.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
318,2012,14988396.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
319,2013,15981384.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
320,2014,14144484.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
321,2015,14554200.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
322,2016,13797513.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
323,2017,13830500.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
324,2018,14978100.0,AG.LND.CREL.HA,CAN,Canada,North America,High income,Not classified
325,2010,90102668.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
326,2011,91283496.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
327,2012,92870198.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
328,2013,94064410.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
329,2014,94910483.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
330,2015,105693229.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
331,2016,103355244.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
332,2017,102822866.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
333,2018,100662708.0,AG.LND.CREL.HA,CHN,China,East Asia & Pacific,Upper middle income,IBRD
334,2010,100075800.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
335,2011,100625700.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
336,2012,98969000.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
337,2013,99299950.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
338,2014,99988240.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
339,2015,99533000.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
340,2016,99020000.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
341,2017,99170000.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
342,2018,98008000.0,AG.LND.CREL.HA,IND,India,South Asia,Lower middle income,IBRD
343,2010,15068400.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
344,2011,15886231.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
345,2012,14784092.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
346,2013,15586966.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
347,2014,14590623.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
348,2015,14542276.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
349,2016,15144296.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
350,2017,14854952.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
351,2018,14856767.0,AG.LND.CREL.HA,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
352,2010,32353784.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
353,2011,40606421.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
354,2012,36986403.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
355,2013,40323672.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
356,2014,42205520.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
357,2015,42839695.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
358,2016,44423536.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
359,2017,44246538.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
360,2018,41983108.0,AG.LND.CREL.HA,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
361,2010,57483702.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
362,2011,56668632.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
363,2012,60253274.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
364,2013,59486800.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
365,2014,57979030.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
366,2015,58125147.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
367,2016,58445045.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
368,2017,53165078.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
369,2018,53839362.0,AG.LND.CREL.HA,USA,United States,North America,High income,Not classified
370,2010,2.3812539276,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
371,2011,2.3847733643,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
372,2012,2.5192405755,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
373,2013,2.6296331294,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
374,2014,2.7425333687,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
375,2015,2.9314195154,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
376,2016,3.0476351662,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
377,2017,3.1604126047,AG.LND.IRIG.AG.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
378,2011,1.4580425004,AG.LND.IRIG.AG.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
379,2018,0.9350626479,AG.LND.IRIG.AG.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
380,2010,0.4891437195,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
381,2011,0.49555565090000003,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
382,2012,0.5531213508,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
383,2013,0.6396341873,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
384,2014,0.6306503607,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
385,2015,0.6173463672,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
386,2016,0.6266746837,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
387,2017,0.603490239,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
388,2018,0.6402986946,AG.LND.IRIG.AG.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
389,2017,2.9141340754,AG.LND.IRIG.AG.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
390,2010,1.3212079616,AG.LND.IRIG.AG.ZS,CAN,Canada,North America,High income,Not classified
391,2015,1.5598861775000001,AG.LND.IRIG.AG.ZS,CAN,Canada,North America,High income,Not classified
392,2011,10.2067537921,AG.LND.IRIG.AG.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
393,2010,34.4923791439,AG.LND.IRIG.AG.ZS,IND,India,South Asia,Lower middle income,IBRD
394,2011,35.3987866644,AG.LND.IRIG.AG.ZS,IND,India,South Asia,Lower middle income,IBRD
395,2012,36.3294775164,AG.LND.IRIG.AG.ZS,IND,India,South Asia,Lower middle income,IBRD
396,2013,36.7856069628,AG.LND.IRIG.AG.ZS,IND,India,South Asia,Lower middle income,IBRD
397,2014,37.9009687237,AG.LND.IRIG.AG.ZS,IND,India,South Asia,Lower middle income,IBRD
398,2015,38.0594855127,AG.LND.IRIG.AG.ZS,IND,India,South Asia,Lower middle income,IBRD
399,2010,0.5825149727,AG.LND.IRIG.AG.ZS,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
400,2014,0.7850113976,AG.LND.IRIG.AG.ZS,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
401,2015,0.7963573426,AG.LND.IRIG.AG.ZS,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
402,2016,0.8093243638000001,AG.LND.IRIG.AG.ZS,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
403,2017,0.8211316761,AG.LND.IRIG.AG.ZS,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
404,2018,0.8176859003,AG.LND.IRIG.AG.ZS,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
405,2012,5.6043318799,AG.LND.IRIG.AG.ZS,USA,United States,North America,High income,Not classified
406,2017,5.785517294,AG.LND.IRIG.AG.ZS,USA,United States,North America,High income,Not classified
